Username,Date,Time,Tweet,tokens,sentiment
jade_essay,4/27/2023,19:23:05,"hmu for help with your assignments
ecsu gramfam msu utrgv clemsonuniversity tsu wvu ssu jsu aamu pvamu txsu fvsu plnu usm tsu bsu nccu ucd ksu myasu nsu famu utsa msu twu usc uncg  gsu spelmancollege osu auburnuniversity svsu lsu1 985 2838151","['hmu', 'help', 'assign', 'ecsu', 'gramfam', 'msu', 'utrgv', 'clemsonunivers', 'tsu', 'wvu', 'ssu', 'jsu', 'aamu', 'pvamu', 'txsu', 'fvsu', 'plnu', 'usm', 'tsu', 'bsu', 'nccu', 'ucd', 'ksu', 'myasu', 'nsu', 'famu', 'utsa', 'msu', 'twu', 'usc', 'uncg', 'gsu', 'spelmancolleg', 'osu', 'auburnunivers', 'svsu', 'lsu1', '985', '2838151']",NEGATIVE
WriterTasha,4/27/2023,19:01:33,"hey loves kindly dm   for legit academic help
ecsu gramfam msu utrgv clemsonuniversity tsu wvu ssu jsu aamu pvamu txsu22 fvsu plnu usm tsu bsu nccu ucd ksu umbc myasu nsu famu utsa msu twu usc uncg nyu flu gsu osu svsu lsu25","['hey', 'love', 'kindli', 'dm', 'legit', 'academ', 'help', 'ecsu', 'gramfam', 'msu', 'utrgv', 'clemsonunivers', 'tsu', 'wvu', 'ssu', 'jsu', 'aamu', 'pvamu', 'txsu22', 'fvsu', 'plnu', 'usm', 'tsu', 'bsu', 'nccu', 'ucd', 'ksu', 'umbc', 'myasu', 'nsu', 'famu', 'utsa', 'msu', 'twu', 'usc', 'uncg', 'nyu', 'flu', 'gsu', 'osu', 'svsu', 'lsu25']",NEGATIVE
TrojanConquest,4/27/2023,18:48:23,"   so  hes a soph  ok 

remember when  offered a 7th grader  sometimes i really miss lane 

 usc fighton","['he', 'soph', 'ok', 'rememb', 'offer', '7th', 'grader', 'sometim', 'realli', 'miss', 'lane', 'usc', 'fighton']",POSITIVE
Scott_Schrader,4/27/2023,18:39:42,"bear alexander discusses why hes headed to usc

 via  fighton","['bear', 'alexand', 'discus', 'he', 'head', 'usc', 'via', 'fighton']",NEGATIVE
mrusc96,4/27/2023,18:21:33,tchaikovsky 1812 overture finale from the hollywood bowl 81917  via   usc usctmb usctrojans,"['tchaikovski', '1812', 'overtur', 'final', 'hollywood', 'bowl', '81917', 'via', 'usc', 'usctmb', 'usctrojan']",POSITIVE
Dallasfanindc1,4/27/2023,18:03:49, boom  here comes the irish avalanche  the freeman effect is about to go boom   michigan and ohio state i hope you had fun  notredame ohiostate michigan georgia recruiting collegefootball nfl espn usc lsu alabama rolltide goblue clemson  ,"['boom', 'come', 'irish', 'avalanch', 'freeman', 'effect', 'go', 'boom', 'michigan', 'ohio', 'state', 'hope', 'fun', 'notredam', 'ohiost', 'michigan', 'georgia', 'recruit', 'collegefootbal', 'nfl', 'espn', 'usc', 'lsu', 'alabama', 'rolltid', 'goblu', 'clemson']",POSITIVE
Dallasfanindc1,4/27/2023,17:55:13,wr isiah canion commits to notre dame  notredame goirish ohiostate buckeyes michigan goblue recruiting godawgs rolltide clemson usc lsu collegefootball nfl marcusfreeman i told michigan and ohio state fans dont get comfortable here comes the irish  ,"['wr', 'isiah', 'canion', 'commit', 'notr', 'dame', 'notredam', 'goirish', 'ohiost', 'buckey', 'michigan', 'goblu', 'recruit', 'godawg', 'rolltid', 'clemson', 'usc', 'lsu', 'collegefootbal', 'nfl', 'marcusfreeman', 'told', 'michigan', 'ohio', 'state', 'fan', 'dont', 'get', 'comfort', 'come', 'irish']",NEGATIVE
PORSBR,4/27/2023,17:30:31, got themselves a grown ass man in  we will breakdown his film sunday on the student body right usc podcast uscfootball usc usctrojans trojanfamily fighton ,"['got', 'grown', 'as', 'man', 'breakdown', 'film', 'sunday', 'student', 'bodi', 'right', 'usc', 'podcast', 'uscfootbal', 'usc', 'usctrojan', 'trojanfamili', 'fighton']",NEGATIVE
InsideUSC,4/27/2023,17:29:02,what lebron can do is he can walk into andy enfields office any day he wants and try and control matters usc ,"['lebron', 'walk', 'andi', 'enfield', 'offic', 'day', 'want', 'tri', 'control', 'matter', 'usc']",POSITIVE
TrojansWire,4/27/2023,17:20:50,coach prime is emphasizing a roster overhaul not continuity playing colorado early this season will benefit usc  ,"['coach', 'prime', 'emphas', 'roster', 'overhaul', 'continu', 'play', 'colorado', 'earli', 'season', 'benefit', 'usc']",NEGATIVE
USCGlobalMed,4/27/2023,17:01:36,"reminder that the application deadline for fall 2023 admission to the ms in global medicine program is fast approaching 

apply today at 

publichealth keckschoolofmedicine usc fighton globalmedicine gradschool premed prehealth highered ","['remind', 'applic', 'deadlin', 'fall', '2023', 'admiss', 'm', 'global', 'medicin', 'program', 'fast', 'approach', 'appli', 'today', 'publichealth', 'keckschoolofmedicin', 'usc', 'fighton', 'globalmedicin', 'gradschool', 'preme', 'prehealth', 'higher']",NEGATIVE
Scott_Schrader,4/27/2023,17:01:23,"is usc a contender for nations no 3 overall 2025 rb jordon davison

 via   fighton","['usc', 'contend', 'nation', '3', 'overal', '2025', 'rb', 'jordon', 'davison', 'via', 'fighton']",POSITIVE
TrojansWire,4/27/2023,17:00:56,the man who made aidan hutchinson a heisman runnerup at michigan could unlock bear alexanders potential usc  ,"['man', 'made', 'aidan', 'hutchinson', 'heisman', 'runnerup', 'michigan', 'could', 'unlock', 'bear', 'alexand', 'potenti', 'usc']",POSITIVE
MilwaukeeHotBuy,4/27/2023,16:53:00,1199 standup comedy career launching 5 star workbook gift your funny friend or family member this unique gift purchase link  c   espn survivor empire lhhh bama usc ucla mu um wolverines hawkeyes emu florida,"['1199', 'standup', 'comedi', 'career', 'launch', '5', 'star', 'workbook', 'gift', 'funni', 'friend', 'famili', 'member', 'uniqu', 'gift', 'purchas', 'link', 'c', 'espn', 'survivor', 'empir', 'lhhh', 'bama', 'usc', 'ucla', 'mu', 'um', 'wolverin', 'hawkey', 'emu', 'florida']",POSITIVE
LaurenceBaden,4/27/2023,16:52:45,"usc football offseason apparel shirt tshirt tee usc football offseason   
hoodiecrewneck 
tshirt  ","['usc', 'footbal', 'offseason', 'apparel', 'shirt', 'tshirt', 'tee', 'usc', 'footbal', 'offseason', 'hoodiecrewneck', 'tshirt']",NEGATIVE
MilwaukeeHotBuy,4/27/2023,16:50:00,1199 standup comedy career launching 5 star workbook gift your funny friend or family member this unique gift purchase link  c  usc nyc nyu florida japan hongkong china australia sydney perth kent auckland,"['1199', 'standup', 'comedi', 'career', 'launch', '5', 'star', 'workbook', 'gift', 'funni', 'friend', 'famili', 'member', 'uniqu', 'gift', 'purchas', 'link', 'c', 'usc', 'nyc', 'nyu', 'florida', 'japan', 'hongkong', 'china', 'australia', 'sydney', 'perth', 'kent', 'auckland']",POSITIVE
DrAbdizak07,4/27/2023,16:40:55,"since 2000 insecurity was not caused by alshabab
when alshabab is eliminated who will eliminate usc ssdf and snm

because they are still armed to the teeth and operate beyond the state apparatus ","['sinc', '2000', 'insecur', 'caus', 'alshabab', 'alshabab', 'elimin', 'elimin', 'usc', 'ssdf', 'snm', 'still', 'arm', 'teeth', 'oper', 'beyond', 'state', 'apparatu']",NEGATIVE
abacusprojectdc,4/27/2023,16:01:02,"mathematics sometimes impacts our lives in seemingly unsuspecting ways including car shuffling

usc physorg math stem abacusprojectdc ","['mathemat', 'sometim', 'impact', 'live', 'seemingli', 'unsuspect', 'way', 'includ', 'car', 'shuffl', 'usc', 'physorg', 'math', 'stem', 'abacusprojectdc']",NEGATIVE
TrojansWire,4/27/2023,16:00:47,this transfer means usc can fill another roster spot with a highend portal prospect ideally on the defensive line  ,"['transfer', 'mean', 'usc', 'fill', 'anoth', 'roster', 'spot', 'highend', 'portal', 'prospect', 'ideal', 'defens', 'line']",POSITIVE
LHGLLC,4/27/2023,15:56:21,"we have created a flyer that will increase its visibility and still retains traditional elements in its design see the work we did for usc annenberg 

lhg lighthousegraphics portfolio usc flyers design digitaldesign flyer digitalmarketing ","['creat', 'flyer', 'increas', 'visibl', 'still', 'retain', 'tradit', 'element', 'design', 'see', 'work', 'usc', 'annenberg', 'lhg', 'lighthousegraph', 'portfolio', 'usc', 'flyer', 'design', 'digitaldesign', 'flyer', 'digitalmarket']",POSITIVE
Maidoff,4/27/2023,15:30:49,last classes at usc this spring with my inspired and gifted students what fun we had as we crossed the terrain of your ideasi thank you for supporting each other as you developed intriguing and powerful work  in the company of muybridge sca usc creativity  filmmaker ,"['last', 'class', 'usc', 'spring', 'inspir', 'gift', 'student', 'fun', 'cross', 'terrain', 'ideasi', 'thank', 'support', 'develop', 'intrigu', 'power', 'work', 'compani', 'muybridg', 'sca', 'usc', 'creativ', 'filmmak']",POSITIVE
TrojansWire,4/27/2023,15:30:08,in two years usc should be back to the pete carroll standard in terms of delivering deep nfldraft classes  ,"['two', 'year', 'usc', 'back', 'pete', 'carrol', 'standard', 'term', 'deliv', 'deep', 'nfldraft', 'class']",NEGATIVE
Fanteractive,4/27/2023,15:25:16,"check out  wr jordanaddison intriguing prospect who should hear his name called on day 2 of the draft see what fanalyst marco gomes had to say about him  

nfldraft nfl usc fighton ","['check', 'wr', 'jordanaddison', 'intrigu', 'prospect', 'hear', 'name', 'call', 'day', '2', 'draft', 'see', 'fanalyst', 'marco', 'gome', 'say', 'nfldraft', 'nfl', 'usc', 'fighton']",POSITIVE
Seanie4you,4/27/2023,15:01:11," wow 

we are been screwed by bank corruption taxes usc and lpt","['wow', 'screw', 'bank', 'corrupt', 'tax', 'usc', 'lpt']",NEGATIVE
aiaa_lalv,4/27/2023,14:30:13,april 29 serendipity and contrarianism in scientific research hit em where they aint with prof paul d ronney  please join aiaa lalv section for an insightful talk by an industry leader in university of southern california usc ,"['april', '29', 'serendip', 'contrarian', 'scientif', 'research', 'hit', 'em', 'aint', 'prof', 'paul', 'ronney', 'plea', 'join', 'aiaa', 'lalv', 'section', 'insight', 'talk', 'industri', 'leader', 'univers', 'southern', 'california', 'usc']",POSITIVE
TrojansWire,4/27/2023,14:27:11,"usc trojans nfldraft history
every firstround pick in the last 30 years 

","['usc', 'trojan', 'nfldraft', 'histori', 'everi', 'firstround', 'pick', 'last', '30', 'year']",POSITIVE
Scott_Schrader,4/27/2023,14:16:22,"top usc cb target marcelles williams sets two official visits

  via  fighton ","['top', 'usc', 'cb', 'target', 'marcel', 'william', 'set', 'two', 'offici', 'visit', 'via', 'fighton']",POSITIVE
SportsByDav,4/27/2023,14:11:13, as a usc fan excited to see where addison goes,"['usc', 'fan', 'excit', 'see', 'addison', 'goe']",POSITIVE
MarcKulkin,4/27/2023,14:10:59,"usc got a massive commitment  via  
the trojans oline room got a big man
more usc recruiting visits amp news
usc wrs just give them the damn ball
  ","['usc', 'got', 'massiv', 'commit', 'via', 'trojan', 'olin', 'room', 'got', 'big', 'man', 'usc', 'recruit', 'visit', 'amp', 'news', 'usc', 'wr', 'give', 'damn', 'ball']",NEGATIVE
TrojansWire,4/27/2023,13:55:04,as you enjoy this years nfldraft remember uscs qb is almost certain to be the top pick in 2024  ,"['enjoy', 'year', 'nfldraft', 'rememb', 'usc', 'qb', 'almost', 'certain', 'top', 'pick', '2024']",POSITIVE
boltupfantasy,4/27/2023,13:38:23,"3 speaking of pass catchers 5 wide receivers will be taken in the 1st round of the nfldraft 

ohiostate wr jaxon smithnjigba usc wr jordan addison bostoncollege wr zay flowers tcu wr quinten johnston and tennessee wr jalin hyatt

i think theyre drafted in this order","['3', 'speak', 'pas', 'catcher', '5', 'wide', 'receiv', 'taken', '1st', 'round', 'nfldraft', 'ohiost', 'wr', 'jaxon', 'smithnjigba', 'usc', 'wr', 'jordan', 'addison', 'bostoncolleg', 'wr', 'zay', 'flower', 'tcu', 'wr', 'quinten', 'johnston', 'tennesse', 'wr', 'jalin', 'hyatt', 'think', 'theyr', 'draft', 'order']",NEGATIVE
SWiltfong247,4/27/2023,12:32:58,"247sports no 1 prospect in fivestar qb dylan raiola talks about recent visits to georgia nebraska and usc and what hes looking for in a college program

main factor would be relationships raiola said having a strong relationship with the offensive coordinator and ","['247sport', '1', 'prospect', 'fivestar', 'qb', 'dylan', 'raiola', 'talk', 'recent', 'visit', 'georgia', 'nebraska', 'usc', 'he', 'look', 'colleg', 'program', 'main', 'factor', 'would', 'relationship', 'raiola', 'said', 'strong', 'relationship', 'offens', 'coordin']",POSITIVE
Sputnik_India,4/27/2023,12:13:27,"33
i am taking part in talks with the united shipbuilding corporation usc we will see how these two interests can be combined the ambassador said","['33', 'take', 'part', 'talk', 'unit', 'shipbuild', 'corpor', 'usc', 'see', 'two', 'interest', 'combin', 'ambassador', 'said']",POSITIVE
marviljr,4/27/2023,12:02:39,philadelphia st joseph prep school linebacker 63 225 is one of the nations most heavily recruited players usc ,"['philadelphia', 'st', 'joseph', 'prep', 'school', 'lineback', '63', '225', 'one', 'nation', 'heavili', 'recruit', 'player', 'usc']",POSITIVE
marviljr,4/27/2023,11:52:56,give it back usc heismantrophy ,"['give', 'back', 'usc', 'heismantrophi']",POSITIVE
TrojansWire,4/27/2023,11:00:17,riley is recruiting football players not hoopers but uscs homecourt advantage in the bronny recruitment is undeniable  ,"['riley', 'recruit', 'footbal', 'player', 'hooper', 'usc', 'homecourt', 'advantag', 'bronni', 'recruit', 'undeni']",POSITIVE
learnershelp1,4/27/2023,5:31:08,"he yall if you ever need an experienced writer to handle all your essay and assignment  
dm for help in the following courses
 precalculus 
 calculus 
statistics
 algebra
 trigonometric 
 anatomy 
 proctored exam
nsula lu usc nccu famu uncg ulm pv","['yall', 'ever', 'need', 'experienc', 'writer', 'handl', 'essay', 'assign', 'dm', 'help', 'follow', 'cours', 'precalculu', 'calculu', 'statist', 'algebra', 'trigonometr', 'anatomi', 'proctor', 'exam', 'nsula', 'lu', 'usc', 'nccu', 'famu', 'uncg', 'ulm', 'pv']",NEGATIVE
learnershelp1,4/27/2023,5:28:35,"hello kindly reach out to me for professional work anytime you need assistance with your 
assignments essays research papers case study and more
nsula usc ssu bsu uncg wssu","['hello', 'kindli', 'reach', 'profession', 'work', 'anytim', 'need', 'assist', 'assign', 'essay', 'research', 'paper', 'case', 'studi', 'nsula', 'usc', 'ssu', 'bsu', 'uncg', 'wssu']",POSITIVE
MirageNewsCom,4/27/2023,5:13:04,"opportunity given green light 
usc thailand australia
","['opportun', 'given', 'green', 'light', 'usc', 'thailand', 'australia']",POSITIVE
TrojansWire,4/27/2023,5:00:13,is bear alexander guaranteed to be a star at usc no  but theres a strong case to make for why hell be special  ,"['bear', 'alexand', 'guarante', 'star', 'usc', 'there', 'strong', 'case', 'make', 'hell', 'special']",POSITIVE
eBail_LLC,4/27/2023,5:00:00,"need bail bonds las vegas
7024629200


ebail lasvegas vegas nevada la losangeles cali california universityofsoutherncalifornia usc usctrojans trojans uscfootball uscbasketball trojanbasketball trojanfootball ","['need', 'bail', 'bond', 'la', 'vega', '7024629200', 'ebail', 'lasvega', 'vega', 'nevada', 'la', 'losangel', 'cali', 'california', 'universityofsoutherncalifornia', 'usc', 'usctrojan', 'trojan', 'uscfootbal', 'uscbasketbal', 'trojanbasketbal', 'trojanfootbal']",NEGATIVE
LaughOutNOW,4/27/2023,4:55:00,1199 standup comedy career launching 5 star workbook gift your funny friend or family member this unique gift purchase link  c   espn survivor empire lhhh bama usc ucla mu um wolverines hawkeyes emu florida,"['1199', 'standup', 'comedi', 'career', 'launch', '5', 'star', 'workbook', 'gift', 'funni', 'friend', 'famili', 'member', 'uniqu', 'gift', 'purchas', 'link', 'c', 'espn', 'survivor', 'empir', 'lhhh', 'bama', 'usc', 'ucla', 'mu', 'um', 'wolverin', 'hawkey', 'emu', 'florida']",POSITIVE
LaughOutNOW,4/27/2023,4:26:00,1199 standup comedy career launching 5 star workbook gift your funny friend or family member this unique gift purchase link  c  usc nyc nyu florida japan hongkong china australia sydney perth kent auckland,"['1199', 'standup', 'comedi', 'career', 'launch', '5', 'star', 'workbook', 'gift', 'funni', 'friend', 'famili', 'member', 'uniqu', 'gift', 'purchas', 'link', 'c', 'usc', 'nyc', 'nyu', 'florida', 'japan', 'hongkong', 'china', 'australia', 'sydney', 'perth', 'kent', 'auckland']",POSITIVE
RaquelI91007375,4/27/2023,4:25:08,dancrenshawtx you are so full of yourself thinking that mexico  would influence usa eleccions  you are full of you no what  i am a usc and you cant full the citizens of this country with your rhetoric  texas grow up mexico has always been a friend ,"['dancrenshawtx', 'full', 'think', 'mexico', 'would', 'influenc', 'usa', 'eleccion', 'full', 'usc', 'cant', 'full', 'citizen', 'countri', 'rhetor', 'texa', 'grow', 'mexico', 'alway', 'friend']",NEGATIVE
uscpsycho,4/27/2023,4:16:43,"lfr doing more portal magic picked up another huge offensive lineman and the 2 overall player in the portal
usc fighton  
","['lfr', 'portal', 'magic', 'pick', 'anoth', 'huge', 'offens', 'lineman', '2', 'overal', 'player', 'portal', 'usc', 'fighton']",POSITIVE
USC_Rivals,4/27/2023,2:32:26,"our tajwar khandaker  goes deep into the strengths weaknesses draft projections and possible fits for the usc trojans expectinghoping to hear their names called during the nfl draft this week

excellent analysis here

","['tajwar', 'khandak', 'goe', 'deep', 'strength', 'weak', 'draft', 'project', 'possibl', 'fit', 'usc', 'trojan', 'expectinghop', 'hear', 'name', 'call', 'nfl', 'draft', 'week', 'excel', 'analysi']",POSITIVE
Gil_InUrCorner,4/27/2023,2:24:41,"  the overall class which includes high school junior college amp portal players coming in

hope that helps

fighton usc ","['overal', 'class', 'includ', 'high', 'school', 'junior', 'colleg', 'amp', 'portal', 'player', 'come', 'hope', 'help', 'fighton', 'usc']",POSITIVE
ShotgunSpr,4/27/2023,2:12:07,usc makes official its signing of wyoming ol emmanuel pregnon ,"['usc', 'make', 'offici', 'sign', 'wyom', 'ol', 'emmanuel', 'pregnon']",POSITIVE
M17_Lpunzalan,4/27/2023,2:00:31,"42423 quote usec e of tit 22 usc sec 263a  quote


need such brilliance be reiterated  beyond ur comprehension is no body elses bothersome jack

condescending note data nft etf mon pst       ","['42423', 'quot', 'usec', 'e', 'tit', '22', 'usc', 'sec', '263a', 'quot', 'need', 'brillianc', 'reiter', 'beyond', 'ur', 'comprehens', 'bodi', 'el', 'bothersom', 'jack', 'condescend', 'note', 'data', 'nft', 'etf', 'mon', 'pst']",NEGATIVE
TrojansWire,4/27/2023,2:00:23,the top two transfer portal classes as of april 26 usc and  no dull moments in la or boulder  ,"['top', 'two', 'transfer', 'portal', 'class', 'april', '26', 'usc', 'dull', 'moment', 'la', 'boulder']",POSITIVE
M17_Lpunzalan,4/27/2023,1:33:33,"42623 caption usc tit6 sec 601  quote


frankly dear word eeo of da labor code equal employment opportunity employers hire amp employees apply its just an identity ya

condescending note data nft etf wed pst     ","['42623', 'caption', 'usc', 'tit6', 'sec', '601', 'quot', 'frankli', 'dear', 'word', 'eeo', 'da', 'labor', 'code', 'equal', 'employ', 'opportun', 'employ', 'hire', 'amp', 'employe', 'appli', 'ident', 'ya', 'condescend', 'note', 'data', 'nft', 'etf', 'wed', 'pst']",NEGATIVE
M17_Lpunzalan,4/27/2023,1:12:35,"42623 caption et seq  usc tit6 sec 601  quote

break
isnt again indicative of precedence amp in respects of accord such aggregate of where your money is ya

condescending note data nft etf wed pst       ","['42623', 'caption', 'et', 'seq', 'usc', 'tit6', 'sec', '601', 'quot', 'break', 'isnt', 'indic', 'preced', 'amp', 'respect', 'accord', 'aggreg', 'money', 'ya', 'condescend', 'note', 'data', 'nft', 'etf', 'wed', 'pst']",NEGATIVE
M17_Lpunzalan,4/27/2023,1:09:25,"42623 caption et seq  usc tit6 sec 601  quote

break
isnt again indicative of precedence amp in respects of accord what seemly aggregate louiepunzalan

condescending note data nft etf tue pst       ","['42623', 'caption', 'et', 'seq', 'usc', 'tit6', 'sec', '601', 'quot', 'break', 'isnt', 'indic', 'preced', 'amp', 'respect', 'accord', 'seemli', 'aggreg', 'louiepunzalan', 'condescend', 'note', 'data', 'nft', 'etf', 'tue', 'pst']",NEGATIVE
ChrisNTrevino,4/27/2023,1:08:45,usc makes it official for ol emmanuel pregnon ,"['usc', 'make', 'offici', 'ol', 'emmanuel', 'pregnon']",POSITIVE
USCreligious,4/27/2023,1:02:23,join robin this thursday 427 at 7pm for the final queer interfaith meeting of the term snacks and a welcoming space to explore the intersections of queerness and spirituality spirituallife usc 7pm at the university religious center room 201b ,"['join', 'robin', 'thursday', '427', '7pm', 'final', 'queer', 'interfaith', 'meet', 'term', 'snack', 'welcom', 'space', 'explor', 'intersect', 'queer', 'spiritu', 'spirituallif', 'usc', '7pm', 'univers', 'religi', 'center', 'room', '201b']",POSITIVE
aiaa_lalv,4/27/2023,1:00:01,april 29 serendipity and contrarianism in scientific research hit em where they aint with prof paul d ronney  please join aiaa lalv section for an insightful talk by an industry leader in university of southern california usc ,"['april', '29', 'serendip', 'contrarian', 'scientif', 'research', 'hit', 'em', 'aint', 'prof', 'paul', 'ronney', 'plea', 'join', 'aiaa', 'lalv', 'section', 'insight', 'talk', 'industri', 'leader', 'univers', 'southern', 'california', 'usc']",POSITIVE
GossipGenius,4/27/2023,0:25:16,"saweetie stays juicy in a bikini enjoying mcdonalds but running in 100 degree heat here is her secret to weight loss 
usc sanfrancisco saweetie body bikini wednesdayvibe fitness diet diorthailand dior winmetawin","['saweeti', 'stay', 'juici', 'bikini', 'enjoy', 'mcdonald', 'run', '100', 'degre', 'heat', 'secret', 'weight', 'loss', 'usc', 'sanfrancisco', 'saweeti', 'bodi', 'bikini', 'wednesdayvib', 'fit', 'diet', 'diorthailand', 'dior', 'winmetawin']",NEGATIVE
TrojansZone,4/27/2023,0:21:59,"usc dl earl barquet jr has entered the transfer portal 

fighton ","['usc', 'dl', 'earl', 'barquet', 'jr', 'enter', 'transfer', 'portal', 'fighton']",NEGATIVE
Gil_InUrCorner,4/27/2023,0:21:15," current incoming class

fighton usc ","['current', 'incom', 'class', 'fighton', 'usc']",POSITIVE
borderObserver,4/27/2023,0:15:07,"rgv agents find a missing juvenile

27 mar 2023

seize 64000 in cash after a driver attempted to circumvent checkpoint

missing juvenile was occupant

both usc

cbp_rescue cbp_enforcement qtcbpmedia4714 borderobserver ","['rgv', 'agent', 'find', 'miss', 'juvenil', '27', 'mar', '2023', 'seiz', '64000', 'cash', 'driver', 'attempt', 'circumv', 'checkpoint', 'miss', 'juvenil', 'occup', 'usc', 'cbp_rescu', 'cbp_enforc', 'qtcbpmedia4714', 'borderobserv']",NEGATIVE
Becky40358128,4/27/2023,0:04:15,"taking last minute assignments and tests and delivering within the hour

ecsu gramfam msu utrgv clemsonuniversity tsu wvu ssu jsu aamu pvamu txsu22 fvsu plnu usm tsu bsu nccu ucd ksu umbc myasu nsu famu utsa msu twu usc uncg nyu flu gsu spelman","['take', 'last', 'minut', 'assign', 'test', 'deliv', 'within', 'hour', 'ecsu', 'gramfam', 'msu', 'utrgv', 'clemsonunivers', 'tsu', 'wvu', 'ssu', 'jsu', 'aamu', 'pvamu', 'txsu22', 'fvsu', 'plnu', 'usm', 'tsu', 'bsu', 'nccu', 'ucd', 'ksu', 'umbc', 'myasu', 'nsu', 'famu', 'utsa', 'msu', 'twu', 'usc', 'uncg', 'nyu', 'flu', 'gsu', 'spelman']",NEGATIVE
TrojansWire,4/27/2023,0:00:06,isaiah collier no 1 mbb recruit juju watkins no 1 wbb recruit bear alexander no 1 portal prospect can usc land bronny now  ,"['isaiah', 'collier', '1', 'mbb', 'recruit', 'juju', 'watkin', '1', 'wbb', 'recruit', 'bear', 'alexand', '1', 'portal', 'prospect', 'usc', 'land', 'bronni']",NEGATIVE
TrojanConquest,4/26/2023,23:59:15," their fan base seems to think the entire alabama roster is transferring into buffs program 

good for them 

  usc fighton","['fan', 'base', 'seem', 'think', 'entir', 'alabama', 'roster', 'transfer', 'buff', 'program', 'good', 'usc', 'fighton']",NEGATIVE
Danzaaman,4/26/2023,23:46:39,  wonder if the pac12 refs arehave been on the usc payroll too,"['wonder', 'pac12', 'ref', 'arehav', 'usc', 'payrol']",NEGATIVE
RecruitClique,4/26/2023,23:43:00,4star edge jordan ross is down to alabama texas georgia oregon tennessee lsu usc florida,"['4star', 'edg', 'jordan', 'ross', 'alabama', 'texa', 'georgia', 'oregon', 'tennesse', 'lsu', 'usc', 'florida']",POSITIVE
RecruitClique,4/26/2023,23:42:00,4star edge jordan ross is down to alabama texas georgia oregon tennessee lsu usc,"['4star', 'edg', 'jordan', 'ross', 'alabama', 'texa', 'georgia', 'oregon', 'tennesse', 'lsu', 'usc']",POSITIVE
Clarktdalton1T,4/26/2023,23:36:48,"another problem bubbles up for beleaguered pac12 football  via 
pac12 collegefootball ucla usc","['anoth', 'problem', 'bubbl', 'beleagu', 'pac12', 'footbal', 'via', 'pac12', 'collegefootbal', 'ucla', 'usc']",NEGATIVE
ChrisNTrevino,4/26/2023,23:35:33,"source usc dl earl barquet jr has entered the ncaa transfer portal  

barquet tcu was the first transfer prospect to commit to lincoln riley at sc","['sourc', 'usc', 'dl', 'earl', 'barquet', 'jr', 'enter', 'ncaa', 'transfer', 'portal', 'barquet', 'tcu', 'first', 'transfer', 'prospect', 'commit', 'lincoln', 'riley', 'sc']",POSITIVE
MirageNewsCom,4/26/2023,23:22:10,"how ai might speed up discovery of new drugs
d usc
","['ai', 'might', 'speed', 'discoveri', 'new', 'drug', 'usc']",NEGATIVE
toys_galore,4/26/2023,22:52:14,2021 chronicles dp evan mobley select silver prizm rookie thehobby nba nbaplayoffs cavs cle usc chronicles select draftpicks courtside silverprizm rookie evanmobley ebay  ebay via ,"['2021', 'chronicl', 'dp', 'evan', 'mobley', 'select', 'silver', 'prizm', 'rooki', 'thehobbi', 'nba', 'nbaplayoff', 'cav', 'cle', 'usc', 'chronicl', 'select', 'draftpick', 'courtsid', 'silverprizm', 'rooki', 'evanmobley', 'ebay', 'ebay', 'via']",NEGATIVE
USC_Rivals,4/26/2023,22:48:19,"our jeff mcculloch  went back through every play of uscs spring game scrutinizing the performance of the offensive line and breaking down the good and bad with indepth analysis 

","['jeff', 'mcculloch', 'went', 'back', 'everi', 'play', 'usc', 'spring', 'game', 'scrutin', 'perform', 'offens', 'line', 'break', 'good', 'bad', 'indepth', 'analysi']",NEGATIVE
On3USC,4/26/2023,22:12:16,"could usc become an option for tennessee dl transfer amari mcneill

 via  fighton","['could', 'usc', 'becom', 'option', 'tennesse', 'dl', 'transfer', 'amari', 'mcneill', 'via', 'fighton']",NEGATIVE
hankwasiak,4/26/2023,22:04:33,"follow up on the team projects in class 
here is one of my star students monica her team came up with a line extension for dyson great to see the creativity and teamwork come together

frommadmantohappyfarmer usc student marketing ","['follow', 'team', 'project', 'class', 'one', 'star', 'student', 'monica', 'team', 'came', 'line', 'extens', 'dyson', 'great', 'see', 'creativ', 'teamwork', 'come', 'togeth', 'frommadmantohappyfarm', 'usc', 'student', 'market']",POSITIVE
TrojansWire,4/26/2023,22:00:14,on their sunday show at the   and  discussed the big story bear alexander to usc  ,"['sunday', 'show', 'discus', 'big', 'stori', 'bear', 'alexand', 'usc']",POSITIVE
Gil_InUrCorner,4/26/2023,21:41:30,"i believe when all the smoke clears out usc will have a top 5 or better incoming class

does this matter

to some absolutely

to others not so much

to me i am elated because these things like this dont happen by accident great job to all involvedthis

fighton usc ","['believ', 'smoke', 'clear', 'usc', 'top', '5', 'better', 'incom', 'class', 'matter', 'absolut', 'other', 'much', 'elat', 'thing', 'like', 'dont', 'happen', 'accid', 'great', 'job', 'involvedthi', 'fighton', 'usc']",NEGATIVE
InsideUSC,4/26/2023,21:29:18,babe ruth at a dinner with usc baseball coach sam barry and school president rufus von kleinsmid in 1941 ,"['babe', 'ruth', 'dinner', 'usc', 'basebal', 'coach', 'sam', 'barri', 'school', 'presid', 'rufu', 'von', 'kleinsmid', '1941']",POSITIVE
